dep,date,reg,lib_dep,lib_reg,tx_pos,tx_incid,TO,R,hosp,rea,rad,dchosp,reg_rea,incid_hosp,incid_rea,incid_rad,incid_dchosp,reg_incid_rea,pos,pos_7j,cv_dose1
64,2022-05-13,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",18.65,276.8,0.203883495145631,,175,8,4537,775,84,5,0,1,1,5,279,1891,
64,2022-05-14,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",18.55,272.7,0.201456310679612,0.75,178,9,4538,775,83,4,1,1,0,5,187,1863,
64,2022-05-15,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",18.56,272.7,0.20631067961165,,179,11,4540,775,85,3,1,2,0,1,48,1863,
64,2022-05-16,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",18.52,268.75,0.225728155339806,,184,13,4543,775,93,8,3,3,0,13,448,1836,
64,2022-05-17,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",18.07,260.55,0.213592233009709,,179,11,4555,777,88,9,1,12,2,6,293,1780,
64,2022-05-18,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",17.78,253.82,0.20631067961165,,179,10,4558,778,85,4,1,3,1,3,242,1734,
64,2022-05-19,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",17.82,250.45,0.194174757281553,,178,9,4562,778,80,3,0,4,0,4,214,1711,
64,2022-05-20,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",17.43,239.18,0.184466019417476,,182,10,4572,778,76,14,2,11,0,7,202,1634,
64,2022-05-21,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",16.93,231.13,0.177184466019417,0.75,181,10,4573,778,73,0,0,1,0,3,132,1579,
64,2022-05-22,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",17.03,230.98,0.177184466019417,,180,10,4576,778,73,2,0,3,0,1,47,1578,
64,2022-05-23,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",15.99,208.44,0.16504854368932,,179,10,4578,778,68,1,0,2,0,1,295,1424,
64,2022-05-24,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",15.37,190.58,0.160194174757282,,180,10,4579,778,66,2,0,1,0,6,171,1302,
64,2022-05-25,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",15.13,180.78,0.152912621359223,,172,9,4591,781,63,7,0,12,3,2,175,1235,
64,2022-05-26,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",14.26,153.11,0.150485436893204,,172,9,4591,781,62,0,0,0,0,4,25,1046,
64,2022-05-27,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",14.39,152.09,0.143203883495146,,169,8,4596,783,59,4,0,5,2,3,195,1039,
64,2022-05-28,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",14.81,149.74,0.148058252427184,0.73,169,8,4597,783,61,1,0,1,0,2,116,1023,
64,2022-05-29,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",14.66,146.96,0.145631067961165,,169,8,4597,783,60,0,0,0,0,0,28,1004,
64,2022-05-30,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",15.12,146.82,0.157766990291262,,170,10,4600,783,65,4,2,3,0,8,293,1003,
64,2022-05-31,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",15.32,152.38,0.148058252427184,,162,10,4612,783,61,4,0,12,0,4,209,1041,
64,2022-06-01,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",15.41,159.99,0.143203883495146,,164,10,4615,783,59,5,0,3,0,1,221,1093,
64,2022-06-02,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",15.98,183.85,0.148058252427184,,162,11,4619,783,61,2,1,4,0,5,189,1256,
64,2022-06-03,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",16.15,184,0.143203883495146,,159,10,4623,783,59,2,0,4,0,3,196,1257,
64,2022-06-04,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",16.5,193.66,0.140776699029126,1.12,157,8,4626,783,58,1,1,2,0,6,182,1323,
64,2022-06-05,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",16.49,194.83,0.135922330097087,,157,7,4626,783,56,0,0,0,0,0,36,1331,
64,2022-06-06,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",16.51,164.09,0.135922330097087,,158,7,4627,783,56,2,0,1,0,0,87,1121,
64,2022-06-07,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",18.24,200.24,0.12378640776699,,159,7,4633,783,51,7,0,6,0,4,458,1368,
64,2022-06-08,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",18.86,209.32,0.148058252427184,,162,7,4634,783,61,3,0,1,0,12,284,1430,
64,2022-06-09,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",19.9,225.42,0.12621359223301,,158,7,4640,783,52,2,0,6,0,5,299,1540,
64,2022-06-10,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",20.3,239.47,0.121359223300971,,162,7,4641,783,50,5,0,1,0,6,291,1636,
64,2022-06-11,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",20.44,246.79,0.111650485436893,1.36,161,8,4643,783,46,1,1,2,0,2,233,1686,
64,2022-06-12,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",20.69,250.45,0.111650485436893,,162,8,4643,783,46,1,0,0,0,0,62,1711,
64,2022-06-13,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",22.37,339.01,0.104368932038835,,165,8,4647,783,43,6,0,4,0,1,692,2316,
64,2022-06-14,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",23.02,342.67,0.0995145631067961,,163,7,4652,783,41,3,0,5,0,2,481,2341,
64,2022-06-15,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",24.28,372.82,0.0898058252427185,,166,7,4655,783,37,6,1,3,0,4,490,2547,
64,2022-06-16,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",25.42,398.73,0.0922330097087379,,166,8,4657,784,38,3,1,2,1,4,476,2724,
64,2022-06-17,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",26.58,425.81,0.0946601941747573,,162,8,4665,784,39,4,0,8,0,3,476,2909,
64,2022-06-18,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",27.4,441.47,0.0922330097087379,1.38,166,8,4665,784,38,4,0,0,0,0,340,3016,
64,2022-06-19,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",27.73,445.72,0.0922330097087379,,168,8,4667,784,38,4,0,2,0,0,91,3045,
64,2022-06-20,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",29.13,481.87,0.0995145631067961,,169,7,4671,784,41,5,0,4,0,6,938,3292,
64,2022-06-21,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",30.51,518.91,0.104368932038835,,162,6,4681,784,43,3,0,10,0,4,734,3545,
64,2022-06-22,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",30.99,555.06,0.111650485436893,,166,6,4688,784,46,11,0,7,0,5,737,3792,
64,2022-06-23,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",31.52,596.48,0.106796116504854,,166,6,4695,784,44,8,1,8,0,4,759,4075,
64,2022-06-24,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",31.83,633.66,0.116504854368932,,169,7,4700,784,48,8,1,5,0,7,730,4329,
64,2022-06-25,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",31.86,663.82,0.118932038834951,1.45,168,7,4707,784,49,6,0,8,0,3,546,4535,
64,2022-06-26,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",32.04,669.67,0.118932038834951,,168,7,4707,784,49,0,0,0,0,0,131,4575,
64,2022-06-27,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",32.99,745.5,0.133495145631068,,174,7,4713,784,55,12,0,5,0,13,1456,5093,
64,2022-06-28,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",33.86,812.98,0.128640776699029,,174,6,4724,784,53,13,0,11,0,3,1195,5554,
64,2022-06-29,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",35.27,911.49,0.131067961165049,,180,7,4727,784,54,9,1,3,0,3,1410,6227,
64,2022-06-30,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",36.24,1017.32,0.128640776699029,,177,7,4734,784,53,4,0,7,0,5,1482,6950,
64,2022-07-01,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",36.95,1097.62,0.131067961165049,,179,7,4738,785,54,7,0,4,1,9,1363,7593,
64,2022-07-02,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",37.71,1165.99,0.121359223300971,1.56,184,7,4752,788,50,20,0,14,3,4,1020,8066,
64,2022-07-03,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",37.9,1179.87,0.118932038834951,,186,7,4758,788,49,8,0,6,0,0,228,8162,
64,2022-07-04,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",40.28,1349,0.131067961165049,,193,7,4762,788,54,11,0,4,0,8,2628,9332,
64,2022-07-05,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",41.14,1424.46,0.133495145631068,,185,7,4771,788,55,1,0,9,0,8,1718,9854,
64,2022-07-06,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",41.32,1486.91,0.152912621359223,,191,7,4779,788,63,14,0,9,0,14,1843,10286,
64,2022-07-07,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",41.78,1510.47,0.162621359223301,,217,8,4782,788,67,33,1,4,0,8,1650,10449,
64,2022-07-08,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",42.09,1527.53,0.172330097087379,,224,7,4794,788,71,16,0,11,0,7,1479,10567,
64,2022-07-09,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",42.18,1517.56,0.179611650485437,1.28,224,8,4798,789,74,5,1,4,1,11,950,10498,
64,2022-07-10,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",42.17,1513.22,0.182038834951456,,234,10,4805,790,75,17,2,7,1,3,199,10468,
64,2022-07-11,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",41.96,1440.07,0.177184466019417,,223,10,4819,790,73,3,0,14,0,14,2122,9962,
64,2022-07-12,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",41.66,1381.96,0.16747572815534,,243,10,4825,790,69,26,0,6,0,7,1316,9560,
64,2022-07-13,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",41.91,1297.54,0.172330097087379,,230,9,4841,791,71,4,0,16,1,9,1260,8976,
64,2022-07-14,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",41.32,1091.69,0.16747572815534,,218,8,4864,794,69,13,0,22,3,8,226,7552,
64,2022-07-15,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",42.18,1083.16,0.179611650485437,,214,8,4868,794,74,0,0,4,0,13,1420,7493,
64,2022-07-16,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",42.14,1049.34,0.179611650485437,0.81,220,8,4872,795,74,11,1,4,1,3,717,7259,
64,2022-07-17,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",42.19,1046.88,0.179611650485437,,210,8,4889,795,74,7,0,17,0,1,181,7242,
64,2022-07-18,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",42.05,963.9,0.189320388349515,,226,8,4891,797,78,20,1,2,2,11,1548,6668,
64,2022-07-19,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",40.99,913.31,0.20631067961165,,210,8,4909,798,85,5,0,18,1,16,967,6318,
64,2022-07-20,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",39.63,866.62,0.218446601941748,,203,10,4927,799,90,12,2,17,1,14,936,5995,
64,2022-07-21,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",39.46,952.2,0.230582524271845,,192,12,4946,800,95,10,5,20,1,17,820,6587,
64,2022-07-22,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",37.95,846.24,0.218446601941748,,192,12,4948,801,90,3,0,2,1,7,685,5854,
64,2022-07-23,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",37.13,802.29,0.218446601941748,0.75,183,13,4964,802,90,8,2,16,1,7,413,5550,
64,2022-07-24,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",36.88,789.57,0.20873786407767,,183,12,4974,802,86,10,1,9,0,1,94,5462,
64,2022-07-25,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",34.4,710.06,0.225728155339806,,211,14,4984,804,93,44,3,10,2,14,998,4912,
64,2022-07-26,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",33.5,655.42,0.230582524271845,,216,14,4988,804,95,9,1,4,0,13,586,4534,
64,2022-07-27,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",32.78,602.66,0.218446601941748,,209,13,5004,806,90,10,0,16,2,9,570,4169,
64,2022-07-28,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",31.36,549.17,0.203883495145631,,207,14,5013,806,84,8,2,9,0,4,450,3799,
64,2022-07-29,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",30.62,512.6,0.218446601941748,,209,15,5020,807,90,11,1,7,1,10,434,3546,
64,2022-07-30,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",30.84,500.74,0.223300970873786,0.64,211,14,5021,807,92,3,0,1,0,7,331,3464,
64,2022-07-31,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",30.74,495.68,0.223300970873786,,209,13,5026,807,92,3,0,5,0,1,59,3429,
64,2022-08-01,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",31.22,466.05,0.211165048543689,,208,12,5031,807,87,9,0,5,0,4,788,3224,
64,2022-08-02,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",32.03,477.33,0.218446601941748,,204,12,5044,807,90,11,1,13,0,11,665,3302,
64,2022-08-03,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",33.27,502.05,0.220873786407767,,204,12,5055,807,91,12,2,11,0,11,741,3473,
64,2022-08-04,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",35.08,546.28,0.220873786407767,,203,13,5063,808,91,8,1,8,1,11,757,3779,
64,2022-08-05,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",35.7,567.24,0.216019417475728,,200,11,5072,809,89,7,0,9,1,9,579,3924,
64,2022-08-06,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",36.45,577.36,0.216019417475728,0.66,201,10,5080,809,89,9,1,8,0,6,401,3994,
64,2022-08-07,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",36.93,584.73,0.216019417475728,,201,10,5080,809,89,0,0,0,0,0,112,4045,
64,2022-08-08,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",37.09,574.18,0.20631067961165,,201,8,5088,810,85,9,0,8,1,8,716,3972,
64,2022-08-09,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",35.94,541.94,0.184466019417476,,202,8,5098,811,76,13,0,10,1,7,444,3749,
64,2022-08-10,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",34.78,486.87,0.184466019417476,,196,8,5107,811,76,3,0,9,0,7,361,3368,
64,2022-08-11,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",33.47,426.44,0.177184466019417,,195,9,5114,811,73,6,1,7,0,4,336,2950,
64,2022-08-12,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",32.97,385.24,0.172330097087379,,197,9,5114,811,71,2,0,0,0,5,295,2665,
64,2022-08-13,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",31.88,354.45,0.16504854368932,0.67,202,8,5120,811,68,12,0,6,0,0,188,2452,
64,2022-08-14,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",31.31,346.07,0.16747572815534,,203,8,5121,812,69,3,0,1,1,1,54,2394,
64,2022-08-15,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",28.91,251.24,0.172330097087379,,200,8,5125,812,71,1,0,4,0,2,60,1738,
64,2022-08-16,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",28.75,252.97,0.16504854368932,,201,9,5135,813,68,11,0,11,1,6,456,1750,
64,2022-08-17,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",28.13,244.3,0.172330097087379,,211,10,5142,813,71,17,1,8,0,8,300,1690,
64,2022-08-18,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",26.82,231,0.16747572815534,,208,11,5151,813,69,6,1,8,0,13,244,1598,
64,2022-08-19,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",26.45,227.68,0.174757281553398,,209,11,5156,813,72,6,0,5,0,7,273,1575,
64,2022-08-20,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",25.87,225.51,0.174757281553398,0.78,205,11,5163,813,72,3,0,7,0,3,173,1560,
64,2022-08-21,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",25.74,223.2,0.174757281553398,,205,11,5163,813,72,0,0,0,0,0,39,1544,
64,2022-08-22,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",26.02,265.26,0.172330097087379,,198,11,5173,813,71,3,0,10,0,3,350,1835,
64,2022-08-23,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",24.58,234.76,0.16747572815534,,189,11,5194,814,69,13,1,21,1,9,247,1624,
64,2022-08-24,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",23.88,225.22,0.174757281553398,,187,11,5196,815,72,1,0,2,1,7,233,1558,
64,2022-08-25,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",24.1,222.62,0.16747572815534,,188,9,5204,815,69,8,0,8,0,4,224,1540,
64,2022-08-26,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",23.83,218.14,0.16747572815534,,183,9,5208,815,69,4,0,4,0,3,244,1509,
64,2022-08-27,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",23.29,212.79,0.16747572815534,0.89,184,9,5210,815,69,3,0,2,0,1,134,1472,
64,2022-08-28,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",23.31,211.92,0.16747572815534,,184,9,5213,815,69,3,0,3,0,0,34,1466,
64,2022-08-29,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",22.55,206.28,0.186893203883495,,186,9,5215,815,77,4,0,2,0,11,311,1427,
64,2022-08-30,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",21.84,198.91,0.172330097087379,,185,9,5220,815,71,5,0,5,0,4,196,1376,
64,2022-08-31,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",21.21,193.27,0.16747572815534,,185,9,5222,816,69,3,0,2,1,4,194,1337,
64,2022-09-01,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",20.36,184.31,0.16504854368932,,188,9,5230,816,68,11,0,8,0,2,161,1275,
64,2022-09-02,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",19.55,174.48,0.172330097087379,,185,9,5236,816,71,3,0,6,0,4,176,1207,
64,2022-09-03,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",19.6,174.62,0.16504854368932,0.86,185,9,5236,816,68,0,0,0,0,1,135,1208,
64,2022-09-04,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",19.44,173.47,0.16747572815534,,187,9,5237,816,69,3,0,1,0,1,26,1200,
64,2022-09-05,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",18.93,170.14,0.16504854368932,,184,8,5243,818,68,5,0,6,2,4,288,1177,
64,2022-09-06,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",18.72,168.55,0.16504854368932,,181,8,5247,818,68,1,0,4,0,4,186,1166,
64,2022-09-07,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",18.23,165.52,0.16504854368932,,171,7,5255,820,68,0,0,8,2,5,173,1145,
64,2022-09-08,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",18.41,166.53,0.152912621359223,,161,7,5266,822,63,3,1,11,2,4,168,1152,
64,2022-09-09,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",17.89,164.07,0.140776699029126,,162,7,5269,822,58,4,0,3,0,2,159,1135,
64,2022-09-10,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",17.8,164.36,0.148058252427184,0.98,157,7,5274,822,61,0,0,4,0,4,137,1137,
64,2022-09-11,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",17.99,164.94,0.148058252427184,,157,7,5274,822,61,0,0,0,0,0,30,1141,
64,2022-09-12,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",18.22,173.9,0.145631067961165,,156,8,5278,822,60,2,1,4,0,3,350,1203,
64,2022-09-13,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",18.37,179.68,0.162621359223301,,157,8,5279,822,67,2,0,1,0,10,227,1243,
64,2022-09-14,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",18.73,188.79,0.162621359223301,,158,10,5280,822,67,2,2,1,0,6,236,1306,
64,2022-09-15,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",19.1,196.16,0.16504854368932,,159,9,5282,822,68,3,0,2,0,4,218,1357,
64,2022-09-16,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",19.66,203.97,0.160194174757282,,160,9,5282,822,66,1,0,0,0,2,213,1411,
64,2022-09-17,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",19.76,208.02,0.160194174757282,1.28,160,9,5282,822,66,0,0,0,0,1,166,1439,
64,2022-09-18,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",19.81,209.32,0.160194174757282,,161,9,5282,822,66,1,0,0,0,0,39,1448,
64,2022-09-19,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",20.18,218.28,0.157766990291262,,163,8,5288,823,65,9,0,6,1,2,411,1510,
64,2022-09-20,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",20.67,224.93,0.152912621359223,,153,7,5302,823,63,4,0,14,0,3,273,1556,
64,2022-09-21,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",20.73,228.98,0.148058252427184,,147,7,5311,823,61,3,0,9,0,2,264,1584,
64,2022-09-22,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",20.93,235.48,0.152912621359223,,147,7,5316,823,63,5,2,5,0,5,263,1629,
64,2022-09-23,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",20.83,241.27,0.152912621359223,,143,7,5320,823,63,1,0,4,0,3,253,1669,
64,2022-09-24,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",20.83,244.88,0.157766990291262,1.21,143,7,5320,823,65,0,0,0,0,3,191,1694,
64,2022-09-25,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",20.77,244.73,0.157766990291262,,143,7,5320,823,65,0,0,0,0,0,38,1693,
64,2022-09-26,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",21.22,257.46,0.16504854368932,,145,8,5323,825,68,7,1,3,2,5,499,1781,
64,2022-09-27,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",20.96,259.33,0.16504854368932,,146,7,5326,825,68,4,0,3,0,7,286,1794,
64,2022-09-28,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",21.71,271.48,0.169902912621359,,151,5,5329,825,70,8,0,3,0,8,348,1878,
64,2022-09-29,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",22.38,282.03,0.177184466019417,,152,8,5333,827,73,7,1,5,2,5,336,1951,
64,2022-09-30,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",22.54,286.66,0.177184466019417,,154,9,5335,827,73,4,1,2,0,2,285,1983,
64,2022-10-01,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",22.97,291.57,0.16504854368932,1.27,152,9,5337,827,68,0,0,2,0,1,225,2017,
64,2022-10-02,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",23.26,295.91,0.16504854368932,,152,9,5337,827,68,0,0,0,0,0,68,2047,
64,2022-10-03,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",24.6,318.02,0.182038834951456,,155,8,5337,829,75,5,1,0,2,11,652,2200,
64,2022-10-04,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",25.51,339.27,0.179611650485437,,161,9,5341,829,74,10,1,4,0,5,432,2347,
64,2022-10-05,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",25.89,351.71,0.182038834951456,,161,8,5351,830,75,11,0,10,1,8,436,2433,
64,2022-10-06,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",26.48,369.92,0.184466019417476,,159,8,5357,830,76,4,0,6,0,7,462,2559,
64,2022-10-07,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",27.04,385.68,0.184466019417476,,160,7,5360,831,76,5,0,3,1,6,394,2668,
64,2022-10-08,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",27.22,393.19,0.186893203883495,1.22,160,7,5360,831,77,0,0,0,0,1,275,2720,
64,2022-10-09,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",27.18,391.46,0.186893203883495,,160,7,5360,831,77,0,0,0,0,0,57,2708,
64,2022-10-10,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",27.06,396.95,0.189320388349515,,154,8,5372,832,78,7,1,12,1,7,690,2746,
64,2022-10-11,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",27.22,402.45,0.194174757281553,,177,7,5375,832,80,26,0,4,0,11,470,2784,
64,2022-10-12,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",27.27,409.96,0.194174757281553,,177,6,5383,832,80,8,0,8,0,5,488,2836,
64,2022-10-13,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",26.97,398.98,0.20873786407767,,168,7,5406,834,86,16,1,23,2,11,386,2760,
64,2022-10-14,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",26.84,395.8,0.20631067961165,,168,7,5407,834,85,1,0,1,0,8,372,2738,
64,2022-10-15,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",26.89,392.18,0.213592233009709,1.05,171,7,5413,834,88,9,0,6,0,4,250,2713,
64,2022-10-16,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",26.98,394.35,0.213592233009709,,171,7,5413,834,88,0,0,0,0,0,72,2728,
64,2022-10-17,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",27.02,389.44,0.223300970873786,,177,7,5417,835,92,10,0,4,1,11,656,2694,
64,2022-10-18,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",26.56,378.74,0.242718446601942,,177,7,5422,835,100,5,1,5,0,13,396,2620,
64,2022-10-19,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",25.75,362.55,0.230582524271845,,180,7,5429,836,95,11,0,7,1,11,376,2508,
64,2022-10-20,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",25.8,361.54,0.218446601941748,,181,7,5434,836,90,6,0,5,0,6,378,2501,
64,2022-10-21,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",25.5,354.6,0.223300970873786,,183,7,5441,836,92,9,0,7,0,8,324,2453,
64,2022-10-22,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",25.21,347.51,0.233009708737864,0.92,181,7,5444,836,96,1,0,3,0,8,202,2404,
64,2022-10-23,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",25.05,342.74,0.235436893203884,,181,7,5444,836,97,0,0,0,0,1,39,2371,
64,2022-10-24,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",24.52,323.08,0.252427184466019,,183,6,5454,837,104,13,0,10,1,10,520,2235,
64,2022-10-25,75,Pyrénées-Atlantiques,"Nouvelle Aquitaine",24.81,318.89,0.233009708737864,,158,5,5488,839,96,12,0,33,2,6,367,2206,
